URL,Description,Name
https://podcasts.apple.com/us/podcast/introducing-land-a-green-job-101/id1536627537?i=1000532117690&uo=4,"Trying to break into a sustainability job? Tune in to our new miniseries Land a Green Job 101 —six short episodes with pro tips to help you find a planet-saving career. 

Listen now. And visit our Green Jobs Hub for sustainability job boards, blogs, communities to join, expert tips and more.",Introducing Land a Green Job 101
https://podcasts.apple.com/us/podcast/this-climate-champion-will-upend-the-way-you-think/id1536627537?i=1000499905605&uo=4,"Chris Castro joined the City of Orlando as the Director of Sustainability and Resilience in 2016, but his title doesn’t even begin to capture Chris’s drive to fight climate change and environmental injustice. In just a few years, he’s helped start solar co-ops. He’s increased electric vehicle adoption. And he’s helped low-income residents invest in clean energy.

Chris believes that greening a city doesn’t just help fight climate change. It also helps communities and families prosper. One of his most exciting initiatives reduces the massive carbon footprint of the food we eat– and also helps feed families. It’s called fleet farming, and it turns front lawns into working farms.

Fair warning: Chris is going to completely upend the way that you think about city government forever.",This climate champion will upend the way you think about city government jobs
https://podcasts.apple.com/us/podcast/how-one-startup-ceo-enlisted-millions-of-people/id1536627537?i=1000500764978&uo=4,"Jeff Kirschner is the founder and CEO of Litterati, the crowdsourcing app that has helped people all over the world clean up more than 6 million pieces of litter to date. Litterati isn't just cleaning up the streets though: the data collected by the app is actually transforming the way some companies do business.

Jeff has also transformed his own career, from ad exec and screenwriter to green entrepreneur. He's got a lot of heartfelt insights to offer on how to tackle big problems, how to use data, how to tell the story and bring people on board... and how to navigate the joys and sorrows of a purpose-driven career.",How one startup CEO enlisted millions of people around world to clean up trash
https://podcasts.apple.com/us/podcast/career-reinvention-from-world-touring-musician-to-environmental/id1536627537?i=1000501566506&uo=4,"Cynthia Shih is the climate change activist and Director of Knowledge at mckinsey.org who’s helping to redefine what recycling means for the 21st century. But you might also know her as touring and recording artist Vienna Teng.

Cynthia longed to be making more of a direct, positive impact on the planet, so she ditched the tour bus to tackle a dual Master’s degree, because she’s convinced there’s more than one way to fight climate change. It doesn’t just come from the world of business or from people taking to the streets or from songwriting.

Cynthia talks about how being a musician and a management consultant gives her a unique perspective on the world’s problems, the pros and cons of feeling like an outsider and why her colleagues call her the “Cynthia-sizer”.",Career reinvention: From world-touring musician to environmental champion
https://podcasts.apple.com/us/podcast/why-whats-in-your-makeup-is-an-environmental-justice-issue/id1536627537?i=1000502308522&uo=4,"Boma Brown-West is leading the charge to eliminate toxic chemicals from our food and consumer products. As the Director of Consumer Health at Environmental Defense Fund, her vision is to create a ""new normal"" where every aisle of every store is safer for every person.",Why what's in your makeup is an environmental justice issue
https://podcasts.apple.com/us/podcast/why-environmental-justice-matters-for-your-climate-career/id1536627537?i=1000504930002&uo=4,"Michelle Romero, National Director of Green For All, is bringing together unlikely coalitions to find new solutions for reducing poverty while building a clean-energy economy. She's at the forefront of the environmental justice movement, the mastery of which is now essential for anyone wanting a career in sustainability.",Why environmental justice matters for your climate career
https://podcasts.apple.com/us/podcast/the-godmother-of-the-environmental-justice/id1536627537?i=1000505622725&uo=4,"Peggy Shepard, the Co-Founder and Executive Director of WE ACT, tells the story of how the environmental justice movement was born, where its headed and why anyone who wants a career in sustainability should care.",The godmother of the environmental justice movement speaks out
https://podcasts.apple.com/us/podcast/the-unlikely-leader-of-ikeas-ev-revolution/id1536627537?i=1000506463612&uo=4,"After mastering logistics and delivery as a bike messenger in New York City, Steven Moelk blazed his own trail and found himself in a place he never imagined: as the guy responsible for bringing electric vehicle, zero-emissions delivery to IKEA.",The unlikely leader of IKEA's EV revolution
https://podcasts.apple.com/us/podcast/esg-using-finance-to-drive-real-change/id1536627537?i=1000507265420&uo=4,"After a meandering career path through more ""typical"" purpose-driven jobs, Adam Heltzer had an epiphany: the private sector--and in particular the world of finance-- was THE place for him to create lasting change. Once a ""nice to have,"" ESG is quickly becoming an essential, core piece of any leading business. Today, Adam Heltzer is Managing Director and Head of ESG at Ares Management and shares his career journey with us.",ESG: Using finance to drive real change
https://podcasts.apple.com/us/podcast/how-employees-can-drive-corporate-climate-leadership/id1536627537?i=1000503665502&uo=4,"Leading the sustainability efforts at Google and Facebook might seem like dream jobs, but for Bill Weihl there were still nights when he couldn't sleep. Acutely aware of the narrowing window to avoid the worst effects of climate change, Bill was haunted by a burning question: how could he create more change, faster? Thus was born ""Climate Voice,"" his new initiative designed to empower employees of any company to be agents of change... particularly around influencing public policy.",How employees can drive corporate climate leadership
https://podcasts.apple.com/us/podcast/how-to-land-a-sustainability-j-o-b/id1536627537?i=1000504255124&uo=4,"Trish Kenlon, founder of Sustainable Career Pathways, lends her expertise on questions like: how do I get that job? What are employers looking for in 2021?  What are the trends these days? What can I do today to make progress toward a new job? And: how can it be easier?",How to land a sustainability J-O-B
https://podcasts.apple.com/us/podcast/how-a-national-geographic-photographer-captures/id1536627537?i=1000508155133&uo=4,"Obsessed with the loneliness and longing wrought from the impacts of a changing planet, Pete Muller discusses how he uses his camera to make ""the invisible become visible"" – and to tell the story of climate change from a human perspective.

Correction: we inadvertently identified Glenn & Jill Albrecht as driving 20 miles out of their way to avoid viewing strip mines. This is incorrect; it is John & Denise Lamb who make this drive.",How a National Geographic photographer captures the emotional impacts of climate change
https://podcasts.apple.com/us/podcast/how-steph-speirs-is-pioneering-a-new-business-model-in-solar/id1536627537?i=1000499905606&uo=4,"Steph Speirs is right in the middle of one of the most critical challenges of our time: the quest to move our energy economy away from fossil fuels and into systems that are clean, equitable, and renewable. Steph is the CEO and co-founder of Solstice, a dynamic startup that is bringing solar energy to the 80% of Americans who are unable to install solar panels on their roofs.

Our conversation with Steph goes way beyond solar energy. Her remarkable career path, from Bubba Gump Shrimp company waitress to serving as the youngest Middle East policy director in the Obama White House to CEO, has given her great insight on everything from engaging audiences to making the business case for diversity, inclusion and social justice.",How Steph Speirs is pioneering a new business model in solar
https://podcasts.apple.com/us/podcast/degrees-the-trailer/id1536627537?i=1000495437429&uo=4,"Check out the trailer for Degrees: real talk about planet-saving careers. Produced by Environmental Defense Fund and hosted by Yesh Pavlik Slenk, Degrees is part roadmap, part club and part therapy session for anyone who wants a career with purpose.",Degrees: The Trailer
https://podcasts.apple.com/us/podcast/great-reads-and-listens-inspiration-from-the-degrees-team/id1536627537?i=1000503056086&uo=4,"Happy holidays listeners! The Degrees team is taking the week off, but we SO appreciate you that we wanted to gift you a few recommendations: things that have inspired us, fed our souls, stretched our brains, or made us laugh over the course of this strange year. We hope they do the same for you! Stay tuned: December 28 we'll bring you an incredible interview with Bill Weihl, a superstar of sustainability.",Great reads and listens: Inspiration from the Degrees team
